"RECORDID","NIDIDFULL","NIDID","DAM_NAME","OTHER_DAM_NAME","OTHERSTRUCTUREID","LATITUDE","LONGITUDE","LOC_FLAG","STATE","COUNTY","RIVER","COMID","GNIS_NAME","FTYPE","STRM_ORDR","STATUSFLAG","HUC_2","HUC_12","MTRL","PRMRY_MTRL","CORE_MTRL","FND_MTRL","CNST_TYPE","HYD_HT","DAM_HT","STR_HT","MAX_HT","DAM_LEN","DAM_VOL","GATE","NUM_LOCKS","LOCKS","SPLLWYCONT","DISTTOSUB","CAP_MWA","GEN_MWHA","CF_A","REG_FERC","DLYSOLGEN","DLYWINDGEN","MULTI_PRPS","PRPS_PRMRY","PRPS_GEN","HYD_HD_A","FED_OP","FED_OP_OWN","MAX_STRG","NORM_STRG","MAX_DISCHA","UM_DAM_CT","UMDAMCTLEN","TOTUDAM_CT","DM_DAM_CT","TOTMSDAMCT","DISTTOUDAM","DISTTODDAM","PERCDISUS","DMDAMCTLEN","OWNER_TYPE","OWNER_GEN","FEDOWNNAME","HUC12_POP","CULTURE","RCRTN","AGE","MOD_AGE","FEMA_HZRD","HH_DAM_CT","FED_REG","PLTCLPRTY","NERCREG","NERCSUBREG","FFSHDLYTRP","CTDVBTRMP","CTUDVBTRMP","CTFISHCOLD","CTFISHSALT","CTWWPAD","DOM_WD","Q_EROM","MNANNAVGQ","MAXDLYQ","MINDLYQ","PERC10Q","PERC20Q","PERC30Q","PERC40Q","PERC50Q","PERC60Q","PERC70Q","PERC80Q","PERC90Q","DRNG_AREA","W_AREA","C_AREA","W_ELEV","C_ELEV","SRFC_AREA","W_RUNOFF","C_RUNOFF","W_HYDREG","C_HYDREG","W_HYDCON","C_HYDCON","DAM_STRG","W_HPRECIP","C_HPRECIP","W_HMNTEMP","C_HMNTEMP","W_HMAXTEMP","C_HMAXTEMP","W_HMINTEMP","C_HMINTEMP","CLIM_PRES","CLIM_PRESD","CLIM_FUT","CLIM_FUTD","ECOREGION","CTOCNSTRG","CTINLDSTRG","CTOCNCLPD","CTOCNEEL","CTOCNSALM","CTINLDSALM","CTOTRINLD","FISHPSSREQ","PROT_MGMT","PROT_TYPE","PROTSTATUS","ACCESS","BIODIV_LIM","WSR","CERADENS","W_IMPERV","C_IMPERV","W_RDDENS","C_RDDENS","W_HIURBAN","C_HIURBAN","W_CROP","C_CROP","W_WETLD","C_WETLD","W_FOREST","C_FOREST","NPDESDENSW","NPDESDENSC","TRI_DENSW","TRI_DENSC","SF_DENSW","SF_DENSC","IMP303DTOT","IMP303DBIO","IMP303DNUT","IMP303D_T","IMP303DPH","IMP303DSED","IMP303D","W_CHEMREG","C_CHEMREG","W_SEDREG","C_SEDREG","AGN_RUNOFF","AGP_RUNOFF","AG_RUNOFF","AG_EROSION","LITH","MMI_10PCT","W_CLAY","C_CLAY","W_SAND","C_SAND","W_OM","C_OM","W_PERM","C_PERM","W_RCKDEP","C_RCKDEP","W_KF","C_KF","Owner","Federally Regulated","Owner Type","Potential Capacity (MW)","Distance to Substation (km)","Community","Environmental","Grid","Industry","Batteries","H2 Feasibility","PSH Feasibility","Critical Habitat","Protected Land","Impaired Stream","Retail Price of Electricity (cents/kWh)","Wholesale Price of Electricity ($/MWh)","Financial Incentives","Regulatory Policies"
46515,"MT00585","MT00585","SUN RIVER DIVERSION","DIVERSION LAKE","-99999",47.62105866,-112.7067445,"Coordinates based on update from 2012 NPD Resource Assessment","Montana","LEWIS AND CLARK","NORTH FORK SUN RIVER",12395556,"Sun River","ArtificialPath",5,"-99999",10,100301040403,"Concrete","Concrete","-99999","Rock","Gravity-Arch",34.7472,40.2336,40.2336,40.2336,79.5528,4969.6075,"Some type of gate/control structure reported",0,"No locks","Uncontrolled spillway",27.9897632025209,7.259839361,24367.58823,38.31611163,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",4.55886999879,6370975,"Single purpose","Irrigation","Storage",28.16352,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",7888104.6,7888104.6,962.772784128,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Federal","Federal","USBR",3.01351966357,"-99999","Dam has no recreational purposes reported",54,54,"High",1,"Dam is not under federal regulatory authority","R","WESTERN ELECTRICITY COORDINATING COUNCIL (WECC)","NWPP",495.377202392,-99999,-99999,-99999,-99999,-99999,0.000362,900,18.3041219647846,137.651687637277,4.90530827953102,35.3915667257325,23.4802031051475,18.0300691755431,15.0689382694922,13.4101097590969,12.0399191587891,10.7062239208219,9.49599099936318,8.06250664396121,1553.994,1578.1635,5.4243,1974.99421048009,1604.78893811183,0.81746572,126.930365009709,121,0.999594081877735,0.984388816298437,0.999586377034556,0.989557582026383,2083.9999997,899.994136589461,486.441144433383,2.55023581712563,4.36785222546872,8.11595647328884,10.7752711005144,-12.2463724564054,-11.5422599919695,"Dfc","Cold, no dry season, cold summer","Dfb","Cold, no dry season, warm summer","TAIGA",0,0,0,0,0,2,0,18.18,"Federal","Conservation Area","Dam is on protected land","Open Access","Disturbance events suppressed","Not in W&S River protected area",0,8,8,0.0402007163679473,0.372197809832421,0,0,0,0,0.189904277978803,0.846192135390742,58.3656826431482,25.2696200431392,0,0,0,0,0,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.97372004635943,0.97897473503908,0.998528087607053,0.986332407708572,0,0,0,0,"Limestone",5.222,22.1021639964231,25.9994906255185,32.4915982017218,29.0135390741662,0.705479653442731,0.884103202256512,2.99410996334975,2.65063547370168,119.334736927676,127.046336485814,0.302724345101125,0.327955865272938,"RECLAMATION","NO","FEDERAL","7.26","27.99","0.12","0.12","0.12","0.11","LOW","LOW","MEDIUM","NO","YES","NO","9.13","27.04541424","6","5"
46523,"MT00593","MT00593","CROW","-99999","-99999",47.50228946,-114.2272667,"Coordinates based on update from 2012 NPD Resource Assessment","Montana","LAKE","CROW CREEK",24356417,"Crow Creek","ArtificialPath",4,"-99999",17,170102120604,"Earth","Earth","-99999","-99999","-99999",-99999,-99999,30.1752,30.1752,274.32,-99999,"Some type of gate/control structure reported",0,"No locks","Controlled spillway",3.57225762649422,2.231108952,8631.612925,44.1638648,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",4.11842998852,1205129.375,"Single purpose","Irrigation","Storage",21.12264,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",-99999,12766518,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Federal","Federal","USBIA",231.48312494,"-99999","Dam serves some recreational purpose",86,86,"High",1,"Dam is under federal regulatory authority","R","WESTERN ELECTRICITY COORDINATING COUNCIL (WECC)","NWPP",630.923993587,-99999,-99999,-99999,-99999,-99999,0.021065,89,3.336587,20.08627,1.217525,6.958434,4.323576,3.020241,2.538201,2.297375,2.133554,1.982969,1.824782,1.656633,-99999,422.7246,0.1917,1161.358,877.2999,-99999,313.4268,311,-99999,-99999,-99999,-99999,0,612.2545,346.5276,6.413926,7.844138,12.20759,13.97404,-8.466978,-7.516432,"BSk","Arid, steppe, cold","BSk","Arid, steppe, cold","TAIGA",0,0,0,0,0,2,0,71.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.033880263567,6.321946,6,1.679754,1.810472,0.06216813,0,30.60652,0,6.186368,0.4694836,29.33357,3.286385,0,0,0,0,0,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",-99999,-99999,-99999,-99999,6.77611211891,6.76242619105,85.2739861126,14.4834045879,"Gravel",6.483,22.07468,16.97723,29.17498,29.89779,0.7735825,0.6576995,6.660797,7.775728,145.1335,150.2985,0.3141668,0.36,"BIA","YES","FEDERAL","2.23","3.57","0.21","0.35","0.38","0.14","LOW","LOW","LOW","NO","NO","NO","9.13","69.4","6","5"
46529,"MT00599","MT00599","HUBBART","-99999","-99999",47.92845486,-114.7325987,"Coordinates based on update from 2012 NPD Resource Assessment","Montana","FLATHEAD","LITTLE BITTERROOT RIVER",24356945,"Little Bitterroot River","ArtificialPath",4,"-99999",17,170102120104,"Concrete","Concrete","-99999","-99999","-99999",-99999,-99999,39.624,39.624,153.3144,-99999,"Some type of gate/control structure reported",0,"No locks","Controlled spillway",21.3931356564192,1.791108456,6929.359002,44.1638648,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",4.35758999577,1714317.875,"Single purpose","Irrigation","Storage",27.7368,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",-99999,14801760,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Federal","Federal","USBIA",8.06559751289,"-99999","Dam has no recreational purposes reported",106,106,"Low",1,"Dam is not under federal regulatory authority","R","WESTERN ELECTRICITY COORDINATING COUNCIL (WECC)","NWPP",1295.65124738,-99999,-99999,1,-99999,-99999,0.000702,28,2.35348,14.15478,0.8858295,3.587141,2.867012,2.48123,2.238586,2.049951,1.900056,1.768827,1.61641,1.421709,-99999,301.9086,0.8469,1311.712,1095.668,-99999,323.9734,311,-99999,-99999,-99999,-99999,0,504.6071,419.1809,4.664845,5.735332,11.52778,12.7333,-9.924995,-9.280765,"Dfb","Cold, no dry season, warm summer","BSk","Arid, steppe, cold","TAIGA",0,0,0,0,0,2,0,71.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0,7.429052,-99999,1.926118,2.243943,0.0002981035,0,0,0,2.15976,0.1062699,50.17707,38.36344,0,0,0,0,0,0,7.19788931729,0,7.19788916368,0,0,7.19788932664,"Dam is located on a reach that is not listed as impaired",-99999,-99999,-99999,-99999,0.0150350394189,0.0215490971554,3.38806410934,0.147960425424,"Quartzite",6.06,18.36962,13.98,32.25434,38.55,0.5458125,0.63,3.14377,3.61,147.9002,146.25,0.3451176,0.34,"","NO","FEDERAL","1.79","21.39","0.14","0.37","0.38","0.14","LOW","LOW","LOW","NO","NO","NO","9.13","69.4","6","5"
46745,"MT00882","MT00882","EARTHQUAKE LAKE","-99999","-99999",44.82983093,-111.4230997,"Coordinates based on update from 2012 NPD Resource Assessment","Montana","MADISON","MADISON RIVER",3060038,"Madison River","ArtificialPath",6,"-99999",10,100200070404,"Rockfill","Rockfill","-99999","-99999","-99999",60.96,60.96,-99999,60.96,365.76,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",19.0221738805164,8.121353293,27259.25231,38.31611163,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",4.53794000776,1745895.875,"Single purpose","Other","Other",42.672,"No federal agency involved in operation","No federal agency involved in operation",73392060,73268712,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Federal","Federal","USFS",9.04554246517,"-99999","Dam has no recreational purposes reported",71,71,"Low",1,"Dam is not under federal regulatory authority","R","WESTERN ELECTRICITY COORDINATING COUNCIL (WECC)","NWPP",167.580490351,-99999,-99999,1,-99999,3,0.000918,1262,33.6431264682356,118.571361696581,9.03958218780807,49.6782990340823,40.2338798101164,35.9789605631022,32.7428625619627,30.5781440398959,28.5518409848726,26.7468239583837,24.3076505840282,22.1004410627528,-99999,2646.9378,2.9007,2350.1044904391,2154.12193918709,-99999,301.281516550937,298,0.999489225561852,0.995277903269639,0.99816466241186,0.981376965828584,19388.0000454,822.350108918575,715.104993062364,1.41686383537283,2.50021219653118,8.21252294385947,9.1721995451753,-15.4840656507294,-14.0241698591374,"Dfc","Cold, no dry season, cold summer","Dfb","Cold, no dry season, warm summer","TAIGA",0,0,0,0,0,2,0,18.18,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.0239186715335,6.56898534485301,4.29268292682927,0.332517716316379,0.504816840024984,0.00414818965523104,0,0,0,3.12858503890798,0.0930809804529941,42.1623356619865,72.6962457337884,0,0,0,0,0,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.97399210295223,0.976110577040217,0.997504768537367,0.993767889972309,0,0,0,0,"Schist",7.351,16.5191793026975,18.13,45.545481444722,43.7072944461682,0.724026846125662,0.93,9.91039586624658,5.11,126.655701880635,138.06,0.278010861456586,0.234281725100838,"","NO","FEDERAL","8.12","19.02","0.14","0.14","0.12","0.11","LOW","LOW","LOW","NO","NO","NO","9.13","27.04541424","6","5"
46761,"MT00905","MT00905","LIMA","-99999","-99999",44.65650186,-112.3691153,"Coordinates based on update from 2012 NPD Resource Assessment","Montana","BEAVERHEAD","RED ROCK RIVER",4170626,"Red Rock River","ArtificialPath",5,"-99999",10,100200010210,"Earth","Earth","-99999","Rock and Soil","-99999",16.4592,17.0688,-99999,17.0688,138.684,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",25.979177186409,1.72521208,5790.659474,38.31611163,"Dam likely would fall under FERC regulatory authority",4.8027799972,1533547.375,"Single purpose","Irrigation","Storage",11.94816,"No federal agency involved in operation","No federal agency involved in operation",164052840,92733026.4,1351.11001829069,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Local government","Other","-99999",0.515942171303,"-99999","Dam has no recreational purposes reported",100,100,"Low",1,"Dam is not under federal regulatory authority","R","WESTERN ELECTRICITY COORDINATING COUNCIL (WECC)","NWPP",350.365006685,-99999,-99999,-99999,-99999,-99999,8e-05,418,6.05502773090101,42.4208678405497,2.40972248300292,9.046388806237,6.96979058930128,5.9989624525791,5.37592714981454,4.89424803122397,4.48617976462326,4.12345219798316,3.75315405946215,3.30979593559739,1476.2943,1465.6626,6.5151,2191.90841316071,2077.97234010222,23.876474,102.45883240795,100,0.999397166177681,0.995482760539633,0.99853293863994,0.989155028302532,41.9999999292,602.35816911267,358.819763445227,2.20660698819565,3.15346234041995,8.87505520973708,9.73078794080674,-15.1295113459246,-15.2937835901368,"BSk","Arid, steppe, cold","BSk","Arid, steppe, cold","TAIGA",0,0,0,0,0,2,0,18.18,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0,6.87757313109426,6,0.531275666644831,1.05283694914322,0,0,0,0,12.2311506072407,2.12736565824009,15.3662172999434,0.0690703135792236,0,0,0,0,0,0,21.9815503726,0,21.970917687,21.9815258378,0,21.9815503694,"Dam is located on a stream listed as impaired",0.981555367336916,0.986385392879745,0.99620521608118,0.991448058908656,0.0678172992103,0.0194681114322,34.3018723335,0.118960726588,"Conglomerate",6.607,20.290203524811,21.7086731843575,34.5767751707553,31.6419289261328,1.00972610059402,0.885066625348621,6.77006810025215,5.11487430167598,137.605605492937,145.660055865922,0.274538861808987,0.225225859925404,"BEAVERHEAD COUNTY RED ROCK RIVER WATER/SEWER DISTRICT","NO","LOCAL GOVERNMENT","1.73","25.98","0.17","0.22","0.11","0.11","LOW","LOW","MEDIUM","NO","NO","YES","9.13","27.04541424","6","5"
47110,"MT01402","MT01402","WARM SPRINGS TAILING DAM #2","-99999","-99999",46.1707,-112.7735,"-99999","Montana","DEER LODGE","SILVER BOW CREEK",24298508," ","ArtificialPath",-99999,"-99999",17,170102010401,"Earth","Earth","-99999","-99999","-99999",5.1816,6.4008,-99999,6.4008,3139.44,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",6.14681815086185,1.080210216,4179.068195,44.1638648,"Dam likely would fall under FERC regulatory authority",4.75248001127,1657066.5,"Single purpose","Other","Other",4.48056,"No federal agency involved in operation","No federal agency involved in operation",2035242,740088,39.6435852288,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Private","Private","-99999",510.591439386,"-99999","Dam has no recreational purposes reported",51,51,"Low",4,"Dam is not under federal regulatory authority","R","WESTERN ELECTRICITY COORDINATING COUNCIL (WECC)","NWPP",1353.62127995,-99999,-99999,-99999,-99999,-99999,0.079563,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1165.495,-99999,-99999,-99999,-99999,1.578275,-99999,-99999,-99999,-99999,-99999,-99999,6201.00001651,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"BSk","Arid, steppe, cold","BSk","Arid, steppe, cold","TAIGA",0,0,0,0,0,2,0,71.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.217383265495,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,14.7890232016,0,7.79369263553,0,0,14.6461291277,"Dam is located on a reach that is not listed as impaired",-99999,-99999,-99999,-99999,4.40041043479,0.779398617418,46.8958448084,0.247574981173,"Sedimentary",5.067,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"","NO","PRIVATE","1.08","6.15","0.16","0.29","0.22","0.14","LOW","MEDIUM","MEDIUM","NO","NO","NO","9.13","27.04541424","6","5"
49350,"MT82919","MT82919","BARRETTS DIVERSION","-99999","-99999",45.13,-112.7406,"-99999","Montana","BEAVERHEAD","BEAVERHEAD RIVER",4215658,"Beaverhead River","StreamRiver",7,"-99999",10,100200020404,"Concrete-Earth","Concrete","Bituminous concrete","Rock","-99999",3.048,3.3528,3.3528,3.3528,524.256,1062.73145,"Some type of gate/control structure reported",0,"No locks","Controlled spillway",4.65141367498986,1.240145393,4162.537321,38.31611163,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",4.91987000241,3901688.25,"Single purpose","Irrigation","Storage",2.34696,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",370044,370044,70.79211648,3,1,12,16,19,0.1746,254.9973,52.8477,0.2774,"Federal","Federal","USBR",5.06830849493,"-99999","Dam has no recreational purposes reported",22,22,"Low",1,"Dam is not under federal regulatory authority","O","WESTERN ELECTRICITY COORDINATING COUNCIL (WECC)","NWPP",140.497822523,-99999,-99999,-99999,-99999,-99999,0.000791,554,16.0240818965572,86.8996370954431,6.81364641921854,23.8230765247175,18.9677953647588,16.8393865959938,15.2998242311605,13.890986538808,12.6475084993512,11.4922324234657,10.3758426928944,9.27772549865383,7088.80263,6912.0756,0.0099,2192.6572591706,1617.38454545455,-99999,103.387011652477,118,0.994300724272138,0.879731565837677,0.991642702695669,0.821503219832803,97.9999998305,496.703870777639,287.798034668182,2.96586038407557,5.94449234009091,9.41650611803598,13.4610881805455,-13.5388715826505,-11.6000003814545,"BSk","Arid, steppe, cold","BSk","Arid, steppe, cold","TAIGA",0,0,0,0,0,1,0,18.18,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.0151758128777,6.51913449057896,10,0.831193339577759,6.7118974599,0.00105467596448164,9.0909090909091,0.116248728529532,0,3.12496582068634,0,18.0350891995452,0,0,0,0,0,0,0,12.1846405224,0,0,5.18092919931,0,5.18092954275,"Dam is located on a reach that is not listed as impaired",0.98306841058046,0.917191592797256,0.99181030372973,0.955636092312436,0.555000547871,0.0778011176165,12.8050884789,0.0988422414776,"Gravel",6.178,18.9041427403408,16.8754545454545,36.305092933083,36.1018181818182,0.816040732660497,0.354545454545454,5.87928372305949,8.88454545454545,137.154647112465,150.820909090909,0.296282208632093,0.34,"","NO","FEDERAL","1.24","4.65","0.17","0.1","0.11","0.11","LOW","LOW","HIGH","NO","NO","NO","9.13","27.04541424","6","5"
49351,"MT82932","MT82932","SAINT MARYS DIVERSION","-99999","-99999",48.8521,-113.4159,"-99999","Montana","GLACIER","SAINT MARY RIVER",9306656,"Saint Mary River","ArtificialPath",5,"-99999",9,90400010304,"Concrete-Earth","Concrete","Bituminous concrete","Rock","-99999",4.8768,8.8392,8.8392,8.8392,60.3504,917.466,"Some type of gate/control structure reported",0,"No locks","Uncontrolled spillway",1.79969193547662,3.053605495,10249.40052,38.31611163,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",3.98307999955,5859501,"Single purpose","Irrigation","Storage",4.8768,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",123348,123348,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Federal","Federal","USBR",303.369386467,"-99999","Dam serves some recreational purpose",61,61,"Low",1,"Dam is under federal regulatory authority","R","WESTERN ELECTRICITY COORDINATING COUNCIL (WECC)","NWPP",570.346362591,-99999,-99999,-99999,-99999,-99999,0.029427,740,20.55055,221.3204,0.8020216,50.6099,35.22591,27.06474,19.41598,11.59054,6.480077,4.273541,2.93868,2.078401,-99999,712.3644,1.9575,1855.043,1380.502,-99999,960.3205,968,0.9991095,0.9735604,0.9967382,0.9436724,32.9999999737,1481.929,639.7771,2.272615,4.617802,7.316519,10.73341,-12.1925,-11.75715,"Dfc","Cold, no dry season, cold summer","Dfb","Cold, no dry season, warm summer","TUNDRA",-99999,-99999,-99999,-99999,-99999,-99999,-99999,50,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.0937715321779,5.730366,4.630137,0.2539737,2.719827,0.001516078,0,0,0,0.336822,9.931034,46.58693,18.52874,0,0,0,0,0,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9711581,0.9592258,0.9909997,0.9696046,0.23970624843,0.204987720889,243.942380083,0.777066545932,"Sandstone",5.001,22.73592,25.29987,31.91419,29.1968,0.6421754,0.9024828,4.634807,3.437191,130.0302,147.0413,0.2958304,0.3705057,"","YES","FEDERAL","3.05","1.8","0.22","0.19","0.16","0.11","LOW","MEDIUM","LOW","YES","NO","NO","9.13","27.04541424","6","5"
49525,"NC00182","NC00182","LOCK AND DAM #1","-99999","-99999",34.40473468,-78.29330392,"Coordinates based on update from 2012 NPD Resource Assessment","North Carolina","BLADEN","CAPE FEAR RIVER",8834930,"Cape Fear River","ArtificialPath",7,"-99999",3,30300050405,"Timber Crib-Rockfill-Concrete","Timber Crib","Earth","Soil","-99999",7.0104,-99999,7.0104,7.0104,114.3,9939.215,"No gates reported",1,"Dam includes at least one lock","No spillway",2.80318105225405,16.5707735,38701.18577,26.66105829,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",4.14800001169,1200000,"Multiple purposes","Navigation","Navigation",4.90728,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",24669600,24669600,1755.644488704,14,3,489,0,14,0,0,11.2661,0,"Federal","Federal","USACE",388.684207724,"-99999","Dam has no recreational purposes reported",87,87,"High",3,"Dam is not under federal regulatory authority","R","SERC RELIABILITY CORPORATION (SERC)","VACAR",8017.6309166,-99999,-99999,-99999,-99999,-99999,0.027208,5739,133.7282,1574.986,8.22375,342.0916,198.4956,131.1773,91.9334,68.77195,53.13964,43.26036,36.20457,29.8606,13610.4,13637.57,5.8527,132.0186,8.377012,5.665604,370.0541,422,0.9467702,0.9745144,0.9626958,0.9943311,6516.99955855,1165.65,1269.391,15.61389,16.74687,21.93846,23.25537,-1.103542,0.2958635,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","TAIGA",2,0,4,2,0,0,1,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.195853248239,7.059568,5.773585,2.426434,0.3805141,0.6777467,0,6.552962,14.88544,7.946151,61.18714,47.58065,11.94833,0.002346459,0,0.02522443,0,0.002199805,0,1.14523938183,1.14523926044,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9168414,0.9378237,0.9588636,0.9912028,8.94214605624,11.2185668713,286.362121171,0.514562353837,"Sand",4.068,28.90466,19.12119,40.95766,60.18513,0.6902988,1.754512,8.057752,12.88183,143.7903,152.4,0.2469521,0.1444472,"USACE - WILMINGTON DISTRICT","NO","FEDERAL","16.57","2.8","0.16","0.01","0.2","0.06","LOW","LOW","LOW","YES","NO","NO","9.43","38.3073797","1","7"
49545,"NC00204","NC00204","MOSS LAKE DAM","-99999","-99999",35.27651808,-81.45701532,"Coordinates based on update from 2012 NPD Resource Assessment","North Carolina","CLEVELAND","BUFFALO CREEK",12035491,"Buffalo Creek","ArtificialPath",3,"-99999",3,30501050802,"Earth","Earth","-99999","-99999","-99999",25.908,-99999,30.1752,30.1752,256.032,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",3.37276395250978,2.684493998,6269.659105,26.66105829,"Dam likely would fall under FERC regulatory authority",4.26122999643,1200000,"Single purpose","Water Supply","Storage",21.12264,"No federal agency involved in operation","No federal agency involved in operation",62946951.36,43911888,2192.23362945946,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Local government","Other","-99999",7056.98147786,"-99999","Dam serves some recreational purpose",47,47,"High",4,"Dam is not under federal regulatory authority","R","SERC RELIABILITY CORPORATION (SERC)","VACAR",16977.3891945,-99999,-99999,1,-99999,-99999,0.493989,90,1.944777,34.79527,0.3783605,4.522619,2.661125,1.715873,1.216871,0.9821848,0.8621058,0.7618668,0.6523697,0.5357499,176.1193,175.0428,6.2955,284.6534,234.8178,5.378277,600.0996,602,0.9217369,0.9674277,0.9605548,0.9227298,87.000001414,1221.636,1209.498,15.11382,15.36484,21.46772,21.81238,-1.702984,-1.402545,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,1,0,0,1,0,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",1.00619530678,6.856617,7.674855,2.145598,5.192365,0.0437036,0.07147963,8.019867,0,0.5064476,0,37.52031,12.58041,0,0,0,0,0,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9151721,0.9178489,0.9531427,0.9649209,2.20415333714,2.94932259171,33.3668467075,0.58432339778,"Granite",4.729,37.12125,36.50142,31.86856,32.5842,0.4064239,0.4004589,3.703042,3.716467,148.7461,149.0109,0.2681756,0.2638284,"CITY OF KINGS MOUNTAIN","NO","LOCAL GOVERNMENT","2.68","3.37","0.19","0.23","0.2","0.11","LOW","LOW","LOW","NO","NO","NO","9.43","38.3073797","1","7"
